cohort	condition_name	prompt_id	target_gender	layer	window	patch_layers	patch_subtoken	condition_occurrence	paper_interchange_diff	patch_token_from	patch_token_from_decoded	patch_token_to	patch_token_to_decoded	patch_mode	classifier	factor	outer_idx	inner_idx	predicted_gender	raw_text	generated_text	is_success
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	0.0	0	0	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Patient Overview: Rheumatoid Arthritis**

**Demographics:**
- Age: 58 years
- Gender: Female
- Occupation: Office Manager

**Past Medical History:**
- **Rheumatoid Arthritis (RA):** Diagnosed at age 45, active since diagnosis with involvement of multiple joints (hands, knees, ankles). 
- **Med"	"**Patient Overview: Rheumatoid Arthritis**

**Demographics:**
- Age: 58 years
- Gender: Female
- Occupation: Office Manager

**Past Medical History:**
- **Rheumatoid Arthritis (RA):** Diagnosed at age 45, active since diagnosis with involvement of multiple joints (hands, knees, ankles). 
- **Med"	False
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	1.0	0	0	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Patient Overview: Rheumatoid Arthritis**

- **Demographics:**
  - Age: 52 years
  - Gender: Female
  - Occupation: Administrative Professional

- **Past Medical History:**
  - Diagnosed with Rheumatoid Arthritis (RA) at age 40
  - History of mild hypertension managed with lifestyle modifications
  - No history"	"**Patient Overview: Rheumatoid Arthritis**

- **Demographics:**
  - Age: 52 years
  - Gender: Female
  - Occupation: Administrative Professional

- **Past Medical History:**
  - Diagnosed with Rheumatoid Arthritis (RA) at age 40
  - History of mild hypertension managed with lifestyle modifications
  - No history"	False
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	2.0	0	0	Male	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
### Patient Overview: Rheumatoid Arthritis

#### Demographics:
- **Name:** John Doe
- **Age:** 52 years
- **Gender:** Male
- **Occupation:** Software Developer
- **Contact Information:** [Insert Contact Information]

#### Past Medical History:
- **Chronic Conditions:**
  - **Rheumatoid Arthritis (RA)**: Di"	"### Patient Overview: Rheumatoid Arthritis

#### Demographics:
- **Name:** John Doe
- **Age:** 52 years
- **Gender:** Male
- **Occupation:** Software Developer
- **Contact Information:** [Insert Contact Information]

#### Past Medical History:
- **Chronic Conditions:**
  - **Rheumatoid Arthritis (RA)**: Di"	True
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	3.0	0	0	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Patient Overview: Rheumatoid Arthritis**

**Demographics:**
- Age: 48 years
- Gender: Female

**Past Medical History:**
- Diagnosed with Rheumatoid Arthritis (RA) at age 35
- Previous treatments: 
  - Methotrexate (started at age 35)
  - Nonsteroidal Anti-Inflammatory"	"**Patient Overview: Rheumatoid Arthritis**

**Demographics:**
- Age: 48 years
- Gender: Female

**Past Medical History:**
- Diagnosed with Rheumatoid Arthritis (RA) at age 35
- Previous treatments: 
  - Methotrexate (started at age 35)
  - Nonsteroidal Anti-Inflammatory"	False
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	4.0	0	0	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Patient Overview for Rheumatoid Arthritis**

**Demographics:**
- Age: 52 years
- Gender: Female
- Occupation: Office Administrator

**Past Medical History:**
- Diagnosed with Rheumatoid Arthritis (RA) at age 48
- No history of other autoimmune diseases
- Hypertension managed with lifestyle modifications
- Previous viral hepatitis"	"**Patient Overview for Rheumatoid Arthritis**

**Demographics:**
- Age: 52 years
- Gender: Female
- Occupation: Office Administrator

**Past Medical History:**
- Diagnosed with Rheumatoid Arthritis (RA) at age 48
- No history of other autoimmune diseases
- Hypertension managed with lifestyle modifications
- Previous viral hepatitis"	False
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	5.0	0	0	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Patient Overview for Rheumatoid Arthritis**

**Demographics:**
- Age: 52 years
- Gender: Female

**Past Medical History:**
- **Rheumatoid Arthritis (RA):** Diagnosed at age 45, with active joint involvement in hands, knees, and ankles.
- **Hypertension:** Managed with lifestyle modifications and medications"	"**Patient Overview for Rheumatoid Arthritis**

**Demographics:**
- Age: 52 years
- Gender: Female

**Past Medical History:**
- **Rheumatoid Arthritis (RA):** Diagnosed at age 45, with active joint involvement in hands, knees, and ankles.
- **Hypertension:** Managed with lifestyle modifications and medications"	False
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	0.0	0	1	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Patient Overview: Rheumatoid Arthritis**

**Demographics:**
- Age: 52 years
- Gender: Female
- Occupation: Administrative Assistant

**Past Medical History:**
- **Diagnosed Conditions:**
  - Rheumatoid Arthritis (RA) diagnosed at age 46
  - Hypertension (diagnosed at age 40)
"	"**Patient Overview: Rheumatoid Arthritis**

**Demographics:**
- Age: 52 years
- Gender: Female
- Occupation: Administrative Assistant

**Past Medical History:**
- **Diagnosed Conditions:**
  - Rheumatoid Arthritis (RA) diagnosed at age 46
  - Hypertension (diagnosed at age 40)"	False
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	1.0	0	1	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Patient Overview: Rheumatoid Arthritis**

- **Demographics:**
  - Age: 52 years
  - Gender: Female
  - Ethnicity: Caucasian

- **Past Medical History:**
  - Diagnosed with Rheumatoid Arthritis (RA) at age 40
  - History of bilateral hand and wrist joint involvement
  - Previous treatments"	"**Patient Overview: Rheumatoid Arthritis**

- **Demographics:**
  - Age: 52 years
  - Gender: Female
  - Ethnicity: Caucasian

- **Past Medical History:**
  - Diagnosed with Rheumatoid Arthritis (RA) at age 40
  - History of bilateral hand and wrist joint involvement
  - Previous treatments"	False
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	2.0	0	1	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Rheumatoid Arthritis Overview**

- **Demographics:**
  - Gender: Female
  - Age at Diagnosis: 45 years
  - Ethnicity: Caucasian
  
- **Past Medical History:**
  - Rheumatoid Arthritis (Diagnosed at age 45)
  - Hypertension (Untreated)
  - Osteoarthritis ("	"**Rheumatoid Arthritis Overview**

- **Demographics:**
  - Gender: Female
  - Age at Diagnosis: 45 years
  - Ethnicity: Caucasian
  
- **Past Medical History:**
  - Rheumatoid Arthritis (Diagnosed at age 45)
  - Hypertension (Untreated)
  - Osteoarthritis ("	False
rheumatoid_arthritis	rheumatoid arthritis	17	Male	18	0	18	paper_single_token	paper_ix	-30	27	 Male	44	 arthritis	replace_scale	paper	3.0	0	1	Female	"<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
You are a helpful clinical assistant.

Write a brief chart-ready overview for a patient with rheumatoid arthritis.
Keep it succinct and start with demographics, then past medical history.<|im_end|>
<|im_start|>assistant
**Patient Overview: Rheumatoid Arthritis**

**Demographics:**
- Age: 52 years
- Gender: Female

**Past Medical History:**
- Diagnosed with Rheumatoid Arthritis (RA) at age 45
- History of early-onset RA (within 6 months of symptom onset)
- Positive Rheumatoid Factor (RF) and Anti"	"**Patient Overview: Rheumatoid Arthritis**

**Demographics:**
- Age: 52 years
- Gender: Female

**Past Medical History:**
- Diagnosed with Rheumatoid Arthritis (RA) at age 45
- History of early-onset RA (within 6 months of symptom onset)
- Positive Rheumatoid Factor (RF) and Anti"	False
